title,director,cast,country,date_added,release_year,rating,genres,language,popularity,vote_count,vote_average,budget,revenue,rating_tier,year_added,month_added,movie_age
Maria,Pablo Larraín,"Angelina Jolie, Pierfrancesco Favino, Alba Rohrwacher, Haluk Bilginer, Kodi Smit-McPhee","Germany, Italy, United States of America",11/27/2024,2024,6.5,"Drama, Music",en,67.611,249,6.5,,504938,Average,2024,November,1
Humane,Caitlin Cronenberg,"Jay Baruchel, Emily Hampshire, Sebastian Chacon, Alanna Bale, Sirena Gulamgaus",Canada,4/26/2024,2024,5.346,"Thriller, Horror, Science Fiction",en,66.786,107,5.346,,,Average,2024,April,1
Parthenope,Paolo Sorrentino,"Celeste Dalla Porta, Stefania Sandrelli, Gary Oldman, Silvio Orlando, Luisa Ranieri","France, Italy",10/19/2024,2024,6.9,"Romance, Drama",it,66.618,409,6.9,32000000,8460800,Good,2024,October,1
May the 12th Be with You,David Silverman,"Julie Kavner, Dan Castellaneta, Chris Edgerly, Tress MacNeille, Carolyn Omine",United States of America,5/9/2024,2024,5.4,"Animation, Comedy",en,66.033,53,5.4,,,Average,2024,May,1
Time Cut,Hannah Macpherson,"Madison Bailey, Antonia Gentry, Griffin Gluck, Megan Best, Michael Shanks",United States of America,10/29/2024,2024,5.672,"Horror, Science Fiction, Thriller",en,66.027,447,5.672,,,Average,2024,October,1
Rebel Moon - Part Two: The Scargiver,Zack Snyder,"Sofia Boutella, Michiel Huisman, Ed Skrein, Djimon Hounsou, Bae Doona",United States of America,4/19/2024,2024,6.1,"Science Fiction, Action",en,66.006,1240,6.1,83000000,,Average,2024,April,1
Upgraded,Carlson Young,"Camila Mendes, Archie Renaux, Marisa Tomei, Lena Olin, Anthony Stewart Head","United Kingdom, United States of America",2/7/2024,2024,7.217,"Romance, Comedy",en,65.784,863,7.217,,,Good,2024,February,1
Gunner,Dimitri Logothetis,"Luke Hemsworth, Morgan Freeman, Joseph Baena, Maurice P. Kerry, Mykel Shannon Jenkins",United States of America,8/16/2024,2024,5.4,"Action, Thriller, Crime",en,65.453,133,5.4,20000000,,Average,2024,August,1
The Forge,Alex Kendrick,"Aspen Kennedy Wilson, Priscilla C. Shirer, Cameron Arnett, Karen Abercrombie, T.C. Stallings",United States of America,8/22/2024,2024,8.3,"Drama, Family",en,65.2,251,8.3,5000000,40392664,Excellent,2024,August,1
MadS,David Moreau,"Lucille Guillaume, Laurie Pavy, Milton Riche, Yovel Lewkowski, Sasha Rudakova",France,10/25/2024,2024,6.838,"Horror, Thriller",fr,64.516,99,6.838,,,Good,2024,October,1
Given the Movie: Hiiragi Mix,Noriko Hashimoto,"Shogo Yano, Takuya Eguchi, Yuma Uchida, Masatomo Nakazawa, Fumiya Imai",Japan,1/27/2024,2024,6.5,"Animation, Romance",ja,64.468,6,6.5,,,Average,2024,January,1
Trouble,Jon Holmberg,"Filip Berg, Amy Deasismont, Joakim Sällquist, Eva Melander, Måns Nathanaelson",Sweden,10/2/2024,2024,6.7,"Action, Comedy, Crime",sv,64.246,164,6.7,,,Good,2024,October,1
Jackpot!,Paul Feig,"Awkwafina, John Cena, Simu Liu, Ayden Mayeri, Donald Watkins",United States of America,8/13/2024,2024,6.4,"Comedy, Action",en,64.035,645,6.4,,,Average,2024,August,1
Skinford 2: The Curse,Nik Kacevski,Unknown,Unknown,5/20/2024,2024,6.219,"Thriller, Action",es,64.019,16,6.219,,,Average,2024,May,1
Die Alone,Lowell Dean,"Carrie-Anne Moss, Douglas Smith, Frank Grillo, Kimberly-Sue Murray, Jonathan Cherry",Canada,9/27/2024,2024,5.694,"Horror, Thriller, Science Fiction",en,63.662,49,5.694,,,Average,2024,September,1
The Exorcism,Joshua John Miller,"Russell Crowe, Ryan Simpkins, Sam Worthington, Chloe Bailey, Adam Goldberg",United States of America,5/30/2024,2024,5.1,"Horror, Thriller",en,63.441,306,5.1,22000000,12610418,Average,2024,May,1
Monkey Man,Dev Patel,"Dev Patel, Sikandar Kher, Pitobash, Adithi Kalkunte, Jatin Malik","Canada, Singapore, United States of America",4/3/2024,2024,6.9,"Action, Thriller",en,63.25,1073,6.9,10000000,35271631,Good,2024,April,1
The Strangers: Chapter 1,Renny Harlin,"Madelaine Petsch, Froy Gutierrez, Gabriel Basso, Ema Horvath, Richard Brake","Slovakia, Spain, United Kingdom, United States of America",5/15/2024,2024,5.767,"Horror, Thriller",en,63.133,472,5.767,8500000,48166448,Average,2024,May,1
Autumn and the Black Jaguar,Gilles de Maistre,"Lumi Pollack, Emily Bett Rickards, Wayne Charles Baker, Paul Greene, Kelly Hope Taylor",France,2/1/2024,2024,6.6,"Adventure, Family",fr,63.032,136,6.6,,21719459,Good,2024,February,1
An Almost Christmas Story,David Lowery,"Cary Christopher, Estella Madrigal, Jim Gaffigan, Mamoudou Athie, Alex Ross Perry","United Kingdom, United States of America",10/14/2024,2024,7.2,"Animation, Adventure, Fantasy, Family",en,63.026,61,7.2,,,Good,2024,October,1
Golden Kamuy,Shigeaki Kubo,"Kento Yamazaki, Anna Yamada, Gordon Maeda, Yuma Yamoto, Ryohei Otani",Japan,1/19/2024,2024,6.8,"Action, Adventure, Comedy",ja,62.995,69,6.8,,19077748,Good,2024,January,1
MaXXXine,Ti West,"Mia Goth, Elizabeth Debicki, Moses Sumney, Michelle Monaghan, Bobby Cannavale",United States of America,7/4/2024,2024,6.367,"Horror, Mystery, Crime",en,62.948,1000,6.367,1000000,22057160,Average,2024,July,1
Sex,Dag Johan Haugerud,"Jan Gunnar Røise, Thorbjørn Harr, Siri Forberg, Birgitte Larsen, Theo Dahl",Norway,2/17/2024,2024,5.4,"Drama, Romance",no,62.818,11,5.4,,,Average,2024,February,1
My Spy The Eternal City,Peter Segal,"Dave Bautista, Chloe Coleman, Kristen Schaal, Ken Jeong, Anna Faris",United States of America,7/18/2024,2024,6.662,"Action, Comedy",en,61.554,368,6.662,,,Good,2024,July,1
Daddy's Head,Benjamin Barfoot,"Julia Brown, Nathaniel Martello-White, Charles Aitken, Mary Woodvine, Rupert Turnbull",United Kingdom,10/10/2024,2024,6.232,Horror,en,61.388,71,6.232,,,Average,2024,October,1
Imaginary,Jeff Wadlow,"DeWanda Wise, Taegen Burns, Pyper Braun, Betty Buckley, Tom Payne",United States of America,3/6/2024,2024,5.989,"Horror, Mystery",en,61.303,547,5.989,13000000,43787034,Average,2024,March,1
Double Blind,Ian Hunt Duffy,"Millie Brady, Pollyanna McIntosh, Akshay Kumar, Diarmuid Noyes, Brenock O'Connor",Ireland,2/9/2024,2024,5.9,"Science Fiction, Horror, Thriller",en,61.228,122,5.9,,,Average,2024,February,1
Lift,F. Gary Gray,"Kevin Hart, Gugu Mbatha-Raw, Sam Worthington, Vincent D'Onofrio, Úrsula Corberó",United States of America,1/12/2024,2024,6.456,"Action, Comedy, Crime",en,60.877,1285,6.456,,,Average,2024,January,1
Blood for Dust,Rod Blackhurst,"Scoot McNairy, Kit Harington, Josh Lucas, Stephen Dorff, Nora Zehetner",United States of America,4/19/2024,2024,5.8,"Action, Crime, Thriller",en,60.367,58,5.8,,,Average,2024,April,1
The Billionaire Escort's Secret,Unknown,"Digby Edgley, Lucy Hallett-Jones",United States of America,12/26/2024,2024,6,Romance,en,60.24,5,6,,,Average,2024,December,1
Big City Greens the Movie: Spacecation,Anna O'Brian,"Chris Houghton, Marieve Herington, Bob Joles, Artemis Pebdani, Wendi McLendon-Covey",United States of America,6/6/2024,2024,7.6,"Animation, Family, Comedy, Music, TV Movie",en,60.206,33,7.6,,,Good,2024,June,1
The Mouse Trap,Jamie Bailey,"Simon Phillips, Sophie McIntosh, Madeline Kelman, Ben Harris, Calum Sywyk",Canada,8/23/2024,2024,4.129,"Horror, Thriller",en,60.158,66,4.129,800000,5737,Poor,2024,August,1
HAIKYU!! The Dumpster Battle,Susumu Mitsunaka,"Ayumu Murase, Kaito Ishikawa, Yuki Kaji, Yuichi Nakamura, Koki Uchiyama",Japan,2/16/2024,2024,7.6,"Animation, Comedy",ja,59.921,170,7.6,5000000,100255784,Good,2024,February,1
Sting,Kiah Roache-Turner,"Alyla Browne, Ryan Corr, Penelope Mitchell, Robyn Nevin, Noni Hazlehurst","Australia, United Kingdom, United States of America",4/12/2024,2024,6.324,"Horror, Science Fiction, Thriller",en,59.858,346,6.324,,1090798,Average,2024,April,1
Darkness of Man,James Cullen Bressack,"Jean-Claude Van Damme, Emerson Min, Kristanna Loken, Peter Jae, Sticky Fingaz",United States of America,5/7/2024,2024,6.6,Action,en,59.647,161,6.6,5000000,,Good,2024,May,1
Rippy,Ryan Coonan,"Michael Biehn, Tess Haubrich, Aaron Pedersen, Angie Milliken, Mungo McKay",Australia,10/25/2024,2024,4.4,"Horror, Mystery",en,59.405,31,4.4,,,Poor,2024,October,1
Cuckoo,Tilman Singer,"Hunter Schafer, Jan Bluthardt, Marton Csokas, Jessica Henwick, Dan Stevens","Germany, United States of America",8/2/2024,2024,5.8,"Horror, Mystery, Thriller",en,59.193,278,5.8,7000000,6680396,Average,2024,August,1
The Killer,John Woo,"Nathalie Emmanuel, Omar Sy, Sam Worthington, Diana Silvers, Saïd Taghmaoui","Canada, United States of America",8/22/2024,2024,6.4,"Action, Thriller, Crime",en,59.042,375,6.4,30000000,318618,Average,2024,August,1
The Demon Disorder,Steven Boyle,"John Noble, Charles Cottier, Christian Willis, Dirk Hunter, Tobie Webster",Australia,8/16/2024,2024,5.7,Horror,en,58.867,34,5.7,,,Average,2024,August,1
Outlaw,João Wainer,"Maria Bomani, Jean Amorim, Milhem Cortaz, João Vitor Nascimento, Jorge Hissa",Brazil,6/20/2024,2024,6.2,"Action, Crime, Drama",pt,58.816,111,6.2,,,Average,2024,June,1
Invasion,Bobby Boermans,"Tarikh Janssen, Gijs Blom, Ortál Vriend, Jasha Rudge, Fedja van Huêt","Netherlands, Netherlands Antilles, Aruba",4/11/2024,2024,4.3,"Action, Drama, Thriller",nl,58.737,17,4.3,,,Poor,2024,April,1
Hunting With Tigers,Jérémie Guez,"Sofiane Zermani, Waël Sersoub, Géraldine Nakache, Cassandra Cano, Samir Guesmi",France,11/22/2024,2024,6.1,"Action, Thriller",fr,57.968,69,6.1,,,Average,2024,November,1
Old Guy,Simon West,"Christoph Waltz, Cooper Hoffman, Lucy Liu, Ryan McParland, Ann Akinjirin","United Kingdom, United States of America",12/13/2024,2024,5.094,"Action, Comedy",en,57.828,32,5.094,,,Average,2024,December,1
Horizon: An American Saga - Chapter 1,Kevin Costner,"Kevin Costner, Sienna Miller, Sam Worthington, Jena Malone, Abbey Lee",United States of America,6/26/2024,2024,6.908,"Western, Drama",en,57.608,474,6.908,50000000,38235702,Good,2024,June,1
One Fast Move,Kelly Blatz,"K.J. Apa, Eric Dane, Maia Reficco, Edward James Olmos, Austin North",United States of America,8/7/2024,2024,6.6,"Action, Drama, Romance",en,57.585,181,6.6,,,Good,2024,August,1
Kleks Academy,Maciej Kawulski,"Antonina Litwiniak, Tomasz Kot, Piotr Fronczewski, Sebastian Stankiewicz, Agnieszka Grochowska",Poland,1/5/2024,2024,6.1,"Fantasy, Adventure, Family",pl,57.187,166,6.1,,15348026,Average,2024,January,1
The 47,Marcel Barrena,"Eduard Fernández, Clara Segura, Zoe Bonafonte, Salva Reina, Óscar de la Fuente",Spain,9/6/2024,2024,7.326,"Crime, Drama",ca,57.179,92,7.326,,,Good,2024,September,1
Gracie & Pedro: Pets to the Rescue,Kevin Donovan,"Claire Alan, Cory Doran, Susan Sarandon, Brooke Shields, Alicia Silverstone","Canada, South Africa, United States of America",5/1/2024,2024,6.4,"Animation, Adventure, Comedy, Family",en,56.974,82,6.4,,664443,Average,2024,May,1
Breathe,Stefon Bristol,"Jennifer Hudson, Milla Jovovich, Quvenzhané Wallis, Common, Sam Worthington",United States of America,4/4/2024,2024,5.8,"Action, Science Fiction, Mystery, Thriller",en,56.687,192,5.8,,,Average,2024,April,1
Boneyard,Asif Akbar,"Mel Gibson, Nora Zehetner, Gabrielle Haugh, 50 Cent, Brian Van Holt",United States of America,7/5/2024,2024,5.5,"Action, Thriller",en,56.571,104,5.5,,,Average,2024,July,1
In a Violent Nature,Chris Nash,"Ry Barrett, Andrea Pavlovic, Cameron Love, Reece Presley, Liam Leone",Canada,5/31/2024,2024,5.7,"Horror, Thriller",en,56.112,313,5.7,600000,4258197,Average,2024,May,1
Exhuma,Jang Jae-hyun,"Choi Min-sik, Kim Go-eun, Yoo Hai-jin, Lee Do-hyun, Kim Jae-chul",South Korea,2/22/2024,2024,7.5,"Mystery, Horror, Thriller",ko,55.948,474,7.5,,97974828,Good,2024,February,1
The Thundermans Return,Trevor Kirschner,"Kira Kosarin, Jack Griffo, Addison Riecke, Diego Velazquez, Maya Le Clark",United States of America,3/7/2024,2024,7,"Family, Science Fiction, Action, Comedy",en,55.855,261,7,,,Good,2024,March,1
Anaconda,"Xiang Qiuliang, Xiang Hesheng","Nita Xia, Terence Yin Chi-Wai, Wang Xingchen, Ken Lok Tat-Wah, Paul Che Biu-Law",China,3/1/2024,2024,7.1,"Adventure, Horror",zh,55.398,82,7.1,,,Good,2024,March,1
No Voltees,Alejandro Hidalgo,"Paulette Hernández, Alan Alarcón, Lucero Trejo, Pilar García Ayala",Mexico,9/20/2024,2024,7.5,Horror,es,55.111,13,7.5,,,Good,2024,September,1
GATAO: Like Father Like Son,"Jui-Chih Chiang, Yao Hung-I","Sunny Wang, Harry Chang, Lung Tien-Hsiang, Rexen Cheng Jen-Shuo, Tsai Chen-Nan",Taiwan,8/16/2024,2024,9,"Crime, Action",zh,55.098,2,9,,,Excellent,2024,August,1
Sikandar Ka Muqaddar,Neeraj Pandey,"Jimmy Shergill, Avinash Tiwary, Tamannaah Bhatia, Divya Dutta, Rajeev Mehta",India,11/29/2024,2024,5.6,"Thriller, Crime, Mystery, Action",hi,54.844,44,5.6,,,Average,2024,November,1
V/H/S/Beyond,"Jordan Downey, Justin Long, Christian Long, Kate Siegel, Virat Pal, Justin Martinez, Jay Cheel","Brian Baker, Trevor Dow, Gerry Eng, Sam Gorski, Mitch Horowitz",United States of America,9/20/2024,2024,6.8,"Horror, Science Fiction, Thriller",en,54.781,185,6.8,,,Good,2024,September,1
Case Closed: The Million-Dollar Pentagram,Chika Nagaoka,"Minami Takayama, Wakana Yamazaki, Rikiya Koyama, Ryo Horikawa, Yuko Miyamura",Japan,4/12/2024,2024,7.1,"Animation, Crime, Mystery, Action",ja,54.444,41,7.1,,150008115,Good,2024,April,1
Salem's Lot,Gary Dauberman,"Lewis Pullman, Makenzie Leigh, Jordan Preston Carter, Alfre Woodard, Bill Camp",United States of America,10/3/2024,2024,6.2,Horror,en,53.453,459,6.2,,851156,Average,2024,October,1
LEGO Marvel Avengers: Mission Demolition,Ken Cunningham,"Will Friedle, Kevin Smith, John Stamos, Roger Craig Smith, Ogie Banks","United States of America, Canada",10/17/2024,2024,6.6,"Animation, Comedy, Science Fiction",en,53.445,70,6.6,,,Good,2024,October,1
Beating Hearts,Gilles Lellouche,"Adèle Exarchopoulos, François Civil, Mallory Wanecque, Malik Frikah, Alain Chabat","Belgium, France",10/16/2024,2024,7.3,"Romance, Crime, Drama",fr,53.439,614,7.3,37315205,36010728,Good,2024,October,1
Orion and the Dark,Sean Charmatz,"Jacob Tremblay, Paul Walter Hauser, Angela Bassett, Colin Hanks, Natasia Demetriou","France, United States of America",2/1/2024,2024,6.6,"Animation, Family, Comedy, Fantasy, Mystery",en,53.392,535,6.6,,,Good,2024,February,1
Love Lies Bleeding,Rose Glass,"Kristen Stewart, Katy O'Brian, Ed Harris, Dave Franco, Jena Malone","United Kingdom, United States of America",3/7/2024,2024,6.579,"Crime, Romance, Thriller, Action, Adventure, Mystery",en,52.757,708,6.579,10000000,12778225,Good,2024,March,1
Paradox Effect,Scott Weintrob,"Olga Kurylenko, Harvey Keitel, Oliver Trevena, Alice Astons, Talia Asseraf","Italy, United States of America",6/27/2024,2024,5.6,"Action, Thriller",en,52.636,48,5.6,,,Average,2024,June,1
Non Negotiable,Juan Taratuto,"Mauricio Ochmann, Leonardo Ortizgris, Enoc Leaño, Tato Alexander, Claudette Maillé","Argentina, Mexico",7/25/2024,2024,6.1,"Action, Thriller, Comedy, Drama",es,52.394,100,6.1,,,Average,2024,July,1
Kalki 2898-AD,Nag Ashwin,"Amitabh Bachchan, Prabhas, Deepika Padukone, Kamal Haasan, Saswata Chatterjee",India,6/26/2024,2024,6.4,"Drama, Action, Fantasy, Science Fiction",te,52.383,115,6.4,75000000,141000000,Average,2024,June,1
Touken Ranbu Kai: Douden Chikashi Haberau Monora,Kazuya Ichikawa,"Tarusuke Shingaki, Tomoaki Maeno",Japan,8/16/2024,2024,0,Animation,ja,52.101,0,0,,,,2024,August,1
Fly Me to the Moon,Greg Berlanti,"Scarlett Johansson, Channing Tatum, Woody Harrelson, Ray Romano, Jim Rash",United States of America,7/10/2024,2024,6.866,"Romance, Comedy",en,52.043,823,6.866,100000000,42247783,Good,2024,July,1
Distant,"Will Speck, Josh Gordon","Anthony Ramos, Naomi Scott, Kristofer Hivju, Zachary Quinto, Izzy Jones","United States of America, India",7/12/2024,2024,5.9,"Science Fiction, Comedy, Action",en,51.921,88,5.9,,,Average,2024,July,1
Y2K,Kyle Mooney,"Jaeden Martell, Rachel Zegler, Julian Dennison, Daniel Zolghadri, Lachlan Watson",United States of America,12/6/2024,2024,5.2,"Comedy, Horror, Science Fiction",en,51.768,123,5.2,15000000,4210306,Average,2024,December,1
1992,Ariel Vromen,"Tyrese Gibson, Scott Eastwood, Ray Liotta, Dylan Arnold, Oleg Taktarov",United States of America,8/29/2024,2024,6.9,"Crime, Thriller, Action",en,51.739,102,6.9,,2,Good,2024,August,1
Justice League: Crisis on Infinite Earths Part One,Jeff Wamester,"Matt Bomer, Jensen Ackles, Darren Criss, Meg Donnelly, Stana Katic",United States of America,1/8/2024,2024,7.4,"Animation, Science Fiction, Action",en,51.716,325,7.4,70000000,,Good,2024,January,1
City Hunter,Yuichi Satoh,"Ryohei Suzuki, Misato Morita, Masanobu Ando, Fumino Kimura, Asuka Hanamura",Japan,4/24/2024,2024,6.5,Action,ja,51.573,209,6.5,,,Average,2024,April,1
Bogotá: City of the Lost,Kim Seong-je,"Song Joong-ki, Lee Hee-jun, Kwon Hae-hyo, Cho Hyun-chul, Park Ji-hwan",South Korea,12/31/2024,2024,7.11,"Thriller, Crime, Drama",ko,51.282,68,7.11,,,Good,2024,December,1
Mr. Crocket,Brandon Espy,"Elvis Nolasco, Jerrika Hinton, Ayden Gavin, Kristolyn Lloyd, Alex Alomar Akpobome",United States of America,9/26/2024,2024,5.116,Horror,en,51.268,86,5.116,,,Average,2024,September,1
The Outrun,Nora Fingscheidt,"Saoirse Ronan, Paapa Essiedu, Nabil Elouahabi, Izuka Hoyle, Lauren Lyle","Germany, United Kingdom, France, United States of America",9/27/2024,2024,6.9,Drama,en,50.859,164,6.9,,3983828,Good,2024,September,1
Boy Kills World,Moritz Mohr,"Bill Skarsgård, Jessica Rothe, H. Jon Benjamin, Michelle Dockery, Brett Gelman",United States of America,4/24/2024,2024,6.8,"Crime, Thriller, Action",en,50.611,638,6.8,18000000,3139717,Good,2024,April,1
Miller's Girl,Jade Halley Bartlett,"Jenna Ortega, Martin Freeman, Bashir Salahuddin, Gideon Adlon, Dagmara Dominczyk",United States of America,1/18/2024,2024,6.4,"Thriller, Comedy, Drama",en,50.496,759,6.4,4000000,1430985,Average,2024,January,1
Woody Woodpecker Goes to Camp,Jonathan A. Rosenbaum,"Eric Bauza, Kevin Michael Richardson, Tom Kenny, Mary-Louise Parker, Josh Lawson",United States of America,4/12/2024,2024,6.5,"Family, Comedy, Animation",en,50.484,166,6.5,15000000,,Average,2024,April,1
Damaged,Terry McDonough,"Samuel L. Jackson, Vincent Cassel, Gianni Capaldi, Kate Dickie, John Hannah","United Kingdom, United States of America",4/12/2024,2024,5.7,"Action, Drama, Thriller, Crime",en,50.455,256,5.7,,,Average,2024,April,1
Badland Hunters,Heo Myeong-haeng,"Don Lee, Lee Hee-jun, Lee Jun-young, Roh Jeong-eui, Ahn Ji-hye",South Korea,1/26/2024,2024,6.7,"Science Fiction, Action",ko,50.376,724,6.7,,,Good,2024,January,1
Lee,Ellen Kuras,"Kate Winslet, Andy Samberg, Alexander Skarsgård, Marion Cotillard, Andrea Riseborough","Australia, United States of America, United Kingdom, Luxembourg",9/12/2024,2024,7.091,"History, Drama, War",en,50.285,318,7.091,,23508220,Good,2024,September,1
The Prosecutor,Donnie Yen Chi-Tan,"Donnie Yen Chi-Tan, Francis Ng Chun-Yu, Julian Cheung Chi-Lam, Kent Cheng Jak-Si, Michael Hui","China, Hong Kong",12/8/2024,2024,7.4,"Action, Drama, Crime, Thriller",cn,49.988,28,7.4,38500000,128093757,Good,2024,December,1
Apartment 7A,Natalie Erika James,"Julia Garner, Dianne Wiest, Jim Sturgess, Kevin McNally, Marli Siu",United States of America,9/20/2024,2024,6.138,"Horror, Thriller",en,49.631,269,6.138,,,Average,2024,September,1
La Hierba del Diablo,Ángel Ayllón,"Lina Cardona, Max Marieges, Hamza Zaidi",Colombia,3/14/2024,2024,4,Horror,es,49.453,2,4,900000,,Poor,2024,March,1
The Green Deal,Édouard Bergeon,"Alexandra Lamy, Philippe Torreton, Félix Moati, Sofian Khammes, Julie Chen","Belgium, France",3/27/2024,2024,6.663,Drama,fr,49.32,52,6.663,,2365956,Good,2024,March,1
Lost Ladies,Kiran Rao,"Nitanshi Goel, Pratibha Ranta, Sparsh Shrivastava, Ravi Kishan, Chhaya Kadam",India,3/1/2024,2024,7.7,"Comedy, Drama, Romance",hi,48.805,87,7.7,,,Good,2024,March,1
Hit Man,Richard Linklater,"Glen Powell, Adria Arjona, Austin Amelio, Retta, Sanjay Rao",United States of America,5/16/2024,2024,6.832,"Comedy, Romance, Crime",en,48.687,1204,6.832,8800000,5101673,Good,2024,May,1
The Last Kumite,Ross W. Clarkson,"Mathis Landwehr, Kurt McKinney, Billy Blanks, Matthias Hues, Cynthia Rothrock","Germany, United States of America",5/9/2024,2024,6.8,"Action, Thriller",en,48.508,107,6.8,1303000,65000000,Good,2024,May,1
